Rank,Name,Platform,Year,Genre,Critic_Score,User_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
22409,Open Season,PC,2006.0,Platform,6.4,,Ubisoft  ,Ubisoft Montreal  ,,0.0,,0.0,0.0
22410,LIMBO,PC,2011.0,Platform,9.0,,Unknown  ,Playdead  ,,0.0,,0.0,0.0
22411,Wildlife Park: Gold Edition,PC,2004.0,Simulation,,,Deep Silver  ,B.Alive  ,,0.0,,0.0,0.0
22412,Marine Life Rescue,Wii,2011.0,Adventure,,,Conspiracy Entertainment  ,Conspiracy Entertainment  ,0.0,,,0.0,0.0
22413,Team Fortress 2,PC,2008.0,Shooter,9.2,,Valve  ,Valve Corporation  ,,0.0,,0.0,0.0
22414,Clive Barker's Undying,PC,2001.0,Shooter,,,Electronic Arts  ,DreamWorks Interactive  ,,0.0,,0.0,0.0
22415,Prince of Persia: The Two Thrones,PC,2005.0,Adventure,,,Ubisoft  ,Ubisoft Montreal  ,,0.0,,0.0,0.0
22416,Real Madrid: The Game,Wii,2009.0,Sports,,,Virgin Play   ,Virgin Play  ,,0.0,,0.0,0.0
22417,The Settlers: Heritage of Kings,PC,2005.0,Strategy,,,Ubisoft  ,Blue Byte  ,,0.0,,0.0,0.0
22418,Tim Stockdale's Riding Star,DS,2008.0,Sports,,,DTP Entertainment  ,DTP Entertainment  ,,0.0,,0.0,0.0
22419,World Racing 2,PC,2006.0,Racing,,,Evolved Games  ,Synetic  ,,0.0,,0.0,0.0
22420,Castle of Shikigami III (JP sales),Wii,2007.0,Shooter,,,Arc System Works  ,Arc System Works  ,,,0.0,,0.0
22421,Crane Simulator 2009,PC,2009.0,Simulation,,,Unknown  ,Astragon  ,,0.0,,0.0,0.0
22422,Crazy Machines 2,DS,2009.0,Puzzle,,,DTP Entertainment  ,FAKT Software GmBH  ,,0.0,,0.0,0.0
22423,Nancy Drew: Danger By Design,PC,2006.0,Adventure,,,Her Interactive  ,Her Interactive  ,,0.0,,0.0,0.0
22424,Natsumegu,PSV,2015.0,Action,,,Unknown  ,Unknown  ,,,0.0,,0.0
22425,The Simpsons: Hit & Run,PC,2003.0,Racing,,,VU Games  ,Radical Entertainment  ,,0.0,,0.0,0.0
22426,Harry Potter: Quidditch World Cup,PC,2003.0,Sports,,,Electronic Arts  ,Electronic Arts  ,,0.0,,0.0,0.0
22427,Police Simulator 2 Law and Order,PC,2012.0,Simulation,,,Excalibur Publishing Limited  ,Excalibur Studios  ,,0.0,,0.0,0.0
22428,7 Wonders II,PC,2007.0,Puzzle,,,Mumbo Jumbo  ,Hot Lava Games  ,,0.0,,0.0,0.0
22429,Machi no Pet-Ya-San DS 2: Wannyan 333-Hiki Daishuugou!,DS,2009.0,Simulation,,,E-Frontier  ,E-Frontier  ,,,0.0,,0.0
22430,Manepa 1000-Mannin no FX Training,DS,2009.0,Misc,,,Genki  ,Genki  ,,,0.0,,0.0
22431,Nihon Yakyuu Kikou Shounin: Batting Revolution,Wii,2009.0,Sports,,,Alpha Unit  ,Alpha Unit  ,,,0.0,,0.0
22432,Slotter Up Core 11: Kyoujin no Hoshi IV,PS2,2009.0,Misc,,,Dorart  ,Dorart  ,,,0.0,,0.0
22433,Tenchu: Time of the Assassins,PSP,,Action,,,Unknown  ,K2 LLC  ,,0.0,,0.0,0.0
22434,The Thing,PC,2002.0,Adventure,,,VU Games  ,Computer Artworks  ,,0.0,,0.0,0.0
22435,Worms Armageddon,PC,1999.0,Strategy,,,Microprose  ,Team17 Software  ,,0.0,,0.0,0.0
22436,SBK09 Superbike World Championship,PSP,2009.0,Racing,,,Black Bean Games  ,Milestone  ,,0.0,,0.0,0.0
22437,Startopia,PC,2001.0,Simulation,,,Eidos Interactive  ,Mucky Foot Productions  ,,0.0,,0.0,0.0
22438,Ratchet & Clank: Full Frontal Assault,PSV,2012.0,Action,,,Sony Computer Entertainment  ,Insomniac Games  ,0.0,,,0.0,0.0
22439,Army Men: Turf Wars,GBA,2002.0,Shooter,,,3DO  ,3DO  ,0.0,0.0,,0.0,0.0
22440,Star Trek Voyager: Elite Force,PC,2000.0,Shooter,,,Activision  ,Raven Software  ,,0.0,,0.0,0.0
22441,Jelly Belly: Ballistic Beans,DS,2009.0,Puzzle,,,Zoo Digital Publishing  ,Blue Monkey Studios  ,,0.0,,0.0,0.0
22442,Piyo-Tan: Oyashiki Sennyuu Daisakusen!,PS2,2008.0,Adventure,,,Prototype  ,Visual Arts  ,,,0.0,,0.0
22443,The Elder Scrolls III: Morrowind,PC,2002.0,Role-Playing,8.7,,Bethesda Softworks  ,Bethesda Softworks  ,,0.0,,0.0,0.0
22444,The Operative: No One Lives Forever,PC,2000.0,Shooter,8.9,,Fox Interactive  ,Monolith Productions  ,,0.0,,0.0,0.0
22445,X3: Reunion,PC,2005.0,Strategy,,,Enlight  ,Egosoft  ,,0.0,,0.0,0.0
22446,3D Pixel Racing,WW,2011.0,Racing,,,Microforum  ,Microforum  ,0.0,,,0.0,0.0
22447,F-22 Lightning 3,PC,1999.0,Simulation,,,NovaLogic  ,NovaLogic  ,,0.0,,0.0,0.0
22448,Imagine: Champion Rider 2009,PSP,2009.0,Sports,,,Ubisoft  ,Phoenix Interactive  ,,0.0,,0.0,0.0
22449,Metal Gear Solid 2: Substance,PC,2003.0,Action,7.8,,Konami  ,Konami Computer Entertainment Japan  ,,0.0,,0.0,0.0
22450,Naraba's World: The Mysterious Palace,DS,2012.0,Adventure,,,Mentor Interactive  ,Mentor Interactive  ,0.0,,,0.0,0.0
22451,18 Wheels of Steel: American Long Haul,PC,2007.0,Racing,,,ValuSoft  ,SCS Software  ,,0.0,,0.0,0.0
22452,Football Manager Handheld,PSP,2006.0,Sports,,,Sega  ,Sports Interactive  ,,0.0,,0.0,0.0
22453,Princess Ballerina: Yumemiru 4-Jin no Primadonna,DS,2008.0,Adventure,,,Spike  ,Spike  ,,,0.0,,0.0
22454,Rayman 2: The Great Escape,PC,1999.0,Platform,9.1,,Ubisoft  ,Ubisoft Montpellier  ,,0.0,,0.0,0.0
22455,Chronicles of Mystery: The Tree of Life,PC,2009.0,Puzzle,,,City Interactive  ,City Interactive  ,,0.0,,0.0,0.0
22456,Classic British Motor Racing,Wii,2007.0,Racing,,,Bold Games  ,DDI  ,0.0,0.0,,0.0,0.0
22457,Jewel Quest The Sapphire Dragon,3DS,2015.0,Puzzle,,,Tulip Games  ,Engine Software  ,,0.0,,0.0,0.0
22458,Stuntman Ignition,PSN,,Racing,,,Unknown  ,Paradigm Entertainment  ,,0.0,,0.0,0.0
22459,Dungeons & Dragons: Daggerdale,PC,2011.0,Role-Playing,6.0,,Atari  ,Bedlam Games  ,,0.0,,0.0,0.0
22460,Crazy Frog Racer,DS,2006.0,Racing,,,Mercury Games  ,Digital Jesters  ,,0.0,,0.0,0.0
22461,Farming Simulator 14,3DS,2014.0,Simulation,,,Focus Home Interactive  ,Focus Home Interactive  ,,0.0,,0.0,0.0
22462,HimeHibi: New Princess Days!! Zoku! Ni-Gakki Portable,PSP,2010.0,Adventure,,,Takuyo  ,Takuyo  ,,,0.0,,0.0
22463,International Athletics,PSP,2008.0,Sports,,,Ghostlight  ,The Code Monkeys  ,,0.0,,0.0,0.0
22464,Mori no Cafeteria DS: Oshare na Cafe Recipe,DS,2008.0,Misc,,,D3 Publisher  ,Aspect  ,,,0.0,,0.0
22465,The Italian Job,PC,2002.0,Racing,,,SCi  ,Pixelogic  ,,0.0,,0.0,0.0
22466,FireTeam,PC,,Strategy,,,Unknown  ,Multitude  ,,,,,
22467,Jade Rousseau,PC,2011.0,Adventure,,,Phenomedia  ,DECK13 Interactive  ,,0.0,,0.0,0.0
22468,Tago Akira no Atama no Taisou Dai-3-Shuu: Fushigi no Kuni no Nazotoki Otogibanashi,DS,2009.0,Adventure,,,Level 5  ,Level 5  ,,,0.0,,0.0
22469,Alexander,PC,2004.0,Strategy,,,Ubisoft  ,GSC Game World  ,,0.0,,0.0,0.0
22470,Kawaii Koneko DS 2,DS,2009.0,Simulation,,,MTO  ,MTO  ,,,0.0,,0.0
22471,Trevor Chan's Capitalism 2,PC,2002.0,Strategy,,,Ubisoft  ,Enlight Software  ,,0.0,,0.0,0.0
22472,Broken Sword: The Serpent's Curse,PC,2014.0,Adventure,,,Revolution Software  ,Revolution Software  ,,0.0,,0.0,0.0
22473,Mystery Masterpiece: The Moonstone,PC,2009.0,Puzzle,,,Big Fish Games  ,Big Fish Games  ,,0.0,,0.0,0.0
22474,The Elder Scrolls IV: Oblivion - Game of the Year Edition,X360,2007.0,Role-Playing,8.5,,2K Games  ,Bethesda Softworks  ,,0.0,,0.0,0.0
22475,Cryostasis: Sleep of Reason,PC,2009.0,Shooter,7.0,,Aspyr  ,Action Forms Ltd.  ,,0.0,,0.0,0.0
22476,Koisuru Purin! Koi wa Daibouken! Dr. Kanmi no Yabou!?,DS,2008.0,Platform,,,Tryfirst   ,Tryfirst  ,,,0.0,,0.0
22477,The Great Unknown: Houdini's Castle,PC,2014.0,Puzzle,,,Big Fish Games  ,Black Lime Games  ,,0.0,,0.0,0.0
22478,The Sims 2: Kitchen & Bath Interior Design Stuff,PC,2008.0,Simulation,,,Electronic Arts  ,Maxis  ,,0.0,,0.0,0.0
22479,"Warhammer 40,000: Eternal Crusade",PC,2017.0,Shooter,,,Behaviour Interactive  ,Behaviour Interactive Inc.  ,,0.0,,0.0,0.0
22480,Yume o Kanaeru Zou,DS,2009.0,Misc,,,Tryfirst   ,Tryfirst  ,,,0.0,,0.0
22481,Agatha Christie: And Then There Were None,PC,2005.0,Adventure,,,The Adventure Company  ,AWE Games  ,,0.0,,0.0,0.0
22482,Divine Divinity,PC,2002.0,Role-Playing,,,CDV Software Entertainment  ,Larian Studios  ,,0.0,,0.0,0.0
22483,Fifi and the Flowertots: Fifi's Garden Party,DS,2011.0,Action,,,Avanquest  ,Uacari  ,,0.0,,0.0,0.0
22484,StarCraft Battle Chest,PC,1999.0,Strategy,,,Blizzard Entertainment  ,Blizzard Entertainment  ,,0.0,,0.0,0.0
22485,Art of Murder: FBI Confidential,PC,2008.0,Adventure,,,City Interactive  ,City Interactive  ,,0.0,,0.0,0.0
22486,Beyond Divinity,PC,2004.0,Role-Playing,,,Hip Interactive  ,Larian Studios  ,,0.0,,0.0,0.0
22487,Cossacks: Back to War,PC,2002.0,Strategy,,,CDV Software Entertainment  ,GSC Game World  ,,0.0,,0.0,0.0
22488,Inspector Gadget Racing,GBA,2003.0,Racing,,,LSP Games  ,Bit Managers  ,0.0,0.0,,0.0,0.0
22489,Muppet Pinball Mayhem,GBA,2002.0,Misc,7.9,,NewKidCo  ,Digital Eclipse  ,0.0,0.0,,0.0,0.0
22490,Pacific Fighters,PC,2004.0,Simulation,,,Ubisoft  ,Maddox Games  ,,0.0,,0.0,0.0
22491,Return to Mysterious Island,PC,2004.0,Adventure,,,The Adventure Company  ,Kheops Studio  ,,0.0,,0.0,0.0
22492,Let's Play: Pet Hospitals,DS,2009.0,Simulation,,,Deep Silver  ,Deep Silver  ,,0.0,,0.0,0.0
22493,Disorder 6,X360,2013.0,Visual Novel,,,5pb  ,5pb. Games  ,,,0.0,,0.0
22494,Rugby 08,PC,2007.0,Sports,,,EA Sports  ,EA Canada  ,,0.0,,0.0,0.0
22495,Sable Maze: Sullivan River,PC,2015.0,Puzzle,,,Focus Multimedia  ,Big Fish Games  ,,0.0,,0.0,0.0
22496,Act of War: Direct Action,PC,2005.0,Strategy,8.2,,Atari  ,Eugen Systems  ,,0.0,,0.0,0.0
22497,Worms 4: Mayhem,PC,2005.0,Strategy,,,Majesco  ,Team17 Software  ,,0.0,,0.0,0.0
22498,Blitzkrieg,PC,2003.0,Strategy,,,CDV Software Entertainment  ,Nival Interactive  ,0.0,0.0,,0.0,0.0
22499,Fishdom,PC,2008.0,Puzzle,,,Unknown  ,Playrix Entertainment  ,,0.0,,0.0,0.0
22500,Juiced,PC,2005.0,Racing,,,THQ  ,Juice Games  ,,0.0,,0.0,0.0
22501,LittleBigPlanet: Game of the Year Edition,PS3,2009.0,Platform,9.5,,Sony Computer Entertainment  ,Media Molecule  ,,0.0,,0.0,0.0
22502,Princess Isabella: A Witch's Curse,PC,2009.0,Adventure,,,Unknown  ,Gogii Games  ,,0.0,,0.0,0.0
22503,Telly Addicts,PSP,2007.0,Misc,,,Ubisoft  ,Route 1 Games  ,,0.0,,0.0,0.0
22504,Vietcong 2,PC,2005.0,Shooter,,,2K Games  ,Pterodon  ,,0.0,,0.0,0.0
22505,Vikings 4: Tribes of the North,PC,2015.0,Action,,,Rondomedia  ,Unknown  ,,0.0,,0.0,0.0
22506,Enter the Matrix,PC,2003.0,Action,,3.0,Atari  ,Shiny Entertainment  ,,0.0,,0.0,0.0
22507,Hottarake no Shima: Kanata to Nijiiro no Kagami,DS,2009.0,Role-Playing,,,Namco Bandai  ,Bandai Namco Games  ,,,0.0,,0.0
22508,Cake Mania 3,PC,2008.0,Simulation,,,Sandlot Games  ,Sandlot Games  ,,0.0,,0.0,0.0
22509,Hayarigami 2 Portable: Keishichou Kaii Jiiken File,PSP,2008.0,Adventure,,,Nippon Ichi Software  ,Nippon Ichi Software  ,,,0.0,,0.0
22510,Brothers In Arms: Road to Hill 30,PC,2005.0,Shooter,,,Ubisoft  ,Gearbox Software  ,,0.0,,0.0,0.0
22511,Clever Kids: Dino Land,DS,2007.0,Misc,,,Midas Interactive Entertainment  ,Gamerholix  ,,0.0,,0.0,0.0
22512,Hayarigami 2 DS: Toshidensetsu Kaii Jiken,DS,2009.0,Adventure,,,Nippon Ichi Software  ,Nippon Ichi Software  ,,,0.0,,0.0
22513,Ninja Blade,PC,2009.0,Action,,,Noviy Disk  ,From Software  ,,0.0,,0.0,0.0
22514,Your Memories Off: Girl's Style,PSP,2009.0,Adventure,,,5pb  ,5pb. Games  ,,,0.0,,0.0
22515,Nox,PC,2000.0,Role-Playing,,,Electronic Arts  ,Westwood Studios  ,,0.0,,0.0,0.0
22516,Team Batista no Eikou: Shinjitsu o Tsumugu 4-tsu no Karte,DS,2008.0,Simulation,,,Hudson Entertainment  ,Hudson Soft  ,,,0.0,,0.0
22517,The * Kayou Generation,DS,2009.0,Misc,,,AQ Interactive  ,AQ Interactive  ,,,0.0,,0.0
22518,Watch Dogs 2,PC,2016.0,Action,,,Ubisoft  ,Ubisoft  ,,0.0,,0.0,0.0
22519,Delta Force 2,PC,1999.0,Shooter,,6.0,NovaLogic  ,NovaLogic  ,,0.0,,0.0,0.0
22520,Driver: Parallel Lines,PC,2007.0,Racing,,,Ubisoft  ,Reflections Interactive  ,,0.0,,0.0,0.0
22521,Glory of the Roman Empire,PC,2006.0,Strategy,,,CDV Software Entertainment  ,Haemimont Games  ,,0.0,,0.0,0.0
22522,ProStroke Golf: World Tour 2007,XB,2006.0,Sports,,,Oxygen Interactive  ,Gusto Games  ,0.0,0.0,,0.0,0.0
22523,Zoo Empire,PC,2004.0,Simulation,,,Enlight  ,Enlight Software  ,,0.0,,0.0,0.0
22524,Bratz: Rock Angelz,PC,2005.0,Misc,,,THQ  ,Blitz Games  ,,0.0,,0.0,0.0
22525,Warpath,XB,2006.0,Shooter,,,Groove Games  ,Digital Extremes  ,0.0,0.0,,0.0,0.0
22526,Alan Hansen's Sports Challenge,Wii,2007.0,Misc,,,Oxygen Interactive  ,Oxygen Interactive  ,,0.0,,0.0,0.0
22527,MLB SlugFest 20-04,GBA,2003.0,Sports,,,Midway Games  ,Handheld Games  ,0.0,0.0,,0.0,0.0
22528,Sea Trader: Rise of Taipan,GBA,2003.0,Simulation,,,Jaleco  ,Jaleco Entertainment  ,0.0,0.0,,0.0,0.0
22529,Space Colony,PC,2003.0,Strategy,,,Gathering of Developers  ,FireFly Studios  ,,0.0,,0.0,0.0
22530,Toudou Ryuunosuke Tantei Nikki: Aen no Koufune,DS,2009.0,Adventure,,,fonfun  ,fonfun  ,,,0.0,,0.0
22531,Asterix at the Olympic Games,Wii,2008.0,Sports,,,Atari  ,Etranges Libellules  ,,0.0,,0.0,0.0
22532,Toudou Ryuunosuke Tantei Nikki: Kohakuiro no Yuigon,DS,2008.0,Adventure,,,fonfun  ,fonfun  ,,,0.0,,0.0
22533,4x4 Hummer,PC,2009.0,Racing,,,Aspyr  ,1C Company / Avalon Style  ,,0.0,,0.0,0.0
22534,Cabela's Outdoor Adventures (2009),PC,2009.0,Sports,,,Activision  ,Activision  ,0.0,,,0.0,0.0
22535,Restaurant Empire II,PC,2009.0,Simulation,,,Paradox Interactive   ,Enlight Software  ,,0.0,,,0.0
22536,Memories Off #6 Double Pack,X360,2009.0,Adventure,,,5pb  ,5pb. Games  ,,,0.0,,0.0
22537,Midtown Madness 2,PC,2000.0,Racing,,,Microsoft  ,Angel Studios  ,,0.0,,0.0,0.0
22538,Saru Saru DS,DS,2009.0,Simulation,,,D3 Publisher  ,"Mobcast, Inc.  ",,,0.0,,0.0
22539,Agatha Christie: Evil Under the Sun,PC,2007.0,Adventure,,,The Adventure Company  ,AWE Games  ,,0.0,,0.0,0.0
22540,Clever Kids: Farmyard Fun,DS,2008.0,Misc,,,Midas Interactive Entertainment  ,Midas Interactive Entertainment  ,,0.0,,0.0,0.0
22541,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,PC,2009.0,Role-Playing,,,Bethesda Softworks  ,Bethesda Softworks  ,,0.0,,0.0,0.0
22542,Hitman 2: Silent Assassin,PC,2002.0,Action,,,Eidos Interactive  ,IO Interactive  ,,0.0,,0.0,0.0
22543,Sam & Max: Season Two,PC,2009.0,Adventure,,,Telltale Games  ,Telltale Games  ,,0.0,,0.0,0.0
22544,Little Britain: The Video Game,PSP,2007.0,Misc,,,Blast! Entertainment Ltd  ,Revolution Studios / Gamerholix  ,,0.0,,0.0,0.0
22545,Maruhan Pachinko & Pachi-Slot Hisshou Guide Kanshuu: The Pachinko Hall,DS,2009.0,Misc,,,Nippon Ichi Software  ,Nippon Ichi Software  ,,,0.0,,0.0
22546,SRS: Street Racing Syndicate,GBA,2005.0,Racing,,,Namco  ,Raylight Studios  ,0.0,0.0,,0.0,0.0
22547,My French Coach,Wii,2007.0,Misc,,,Ubisoft  ,Sensory Sweep Studios  ,,0.0,,0.0,0.0
22548,Populous: The Beginning,PC,1998.0,Strategy,,,Electronic Arts  ,Bullfrog Productions  ,,0.0,,0.0,0.0
22549,Tropico 2: Pirate Cove,PC,2003.0,Simulation,8.3,,Gathering of Developers  ,Frog City Software  ,,0.0,,0.0,0.0
22550,Tsukibuto,DS,2009.0,Action,,,SNK Playmore  ,SNK Playmore Corporation  ,,,0.0,,0.0
22551,FIFA 07 Soccer,PC,2006.0,Sports,8.4,,EA Sports  ,EA Canada  ,,0.0,,0.0,0.0
22552,Marvel Trading Card Game,PSP,2007.0,Misc,,,Konami  ,Vicious Cycle  ,0.0,0.0,,0.0,0.0
22553,Minna no Oekaki Yasan,DS,2009.0,Puzzle,,,Taito  ,Taito Corporation  ,,,0.0,,0.0
22554,Nexus: The Jupiter Incident,PC,2005.0,Strategy,,,HD Interactive  ,Mithis Entertainment  ,,0.0,,0.0,0.0
22555,Spartan,PC,2004.0,Strategy,,,Graphsim Entertainment   ,Slitherine Studios  ,,0.0,,0.0,0.0
22556,The Mystery of the Crystal Portal,PC,2010.0,Adventure,,,Avanquest  ,G5 Software  ,,0.0,,0.0,0.0
22557,Trivial Pursuit unhinged,PC,2004.0,Misc,,,Atari  ,Artech Studios  ,,0.0,,0.0,0.0
22558,Bigfoot: Collision Course,PC,,Racing,,,Unknown  ,Destination Software  ,,0.0,,0.0,0.0
22559,Ferrari: The Race Experience,PSN,2011.0,Racing,,,Deep Silver  ,Eutechnyx  ,,0.0,,0.0,0.0
22560,Rise & Fall: Civilizations at War,PC,2006.0,Strategy,,,Midway Games  ,Midway  ,,0.0,,0.0,0.0
22561,Tago Akira no Atama no Taisou Dai-4-Shuu: Time Machine no Nazotoki Daibouken,DS,2009.0,Adventure,,,Level 5  ,Level 5  ,,,0.0,,0.0
22562,Arx Fatalis,PC,2002.0,Role-Playing,,,JoWood Productions  ,Arkane Studios  ,,0.0,,0.0,0.0
22563,Battlefield: Bad Company 2 Ultimate Edition,PS3,2010.0,Shooter,,,Electronic Arts  ,EA Digital Illusions CE  ,,0.0,,0.0,0.0
22564,Frankenstein: The Dismembered Bride,PC,2009.0,Adventure,,,Mastertronic  ,Mastertronic  ,,0.0,,0.0,0.0
22565,Ghost Master,PC,2003.0,Strategy,,,Empire Interactive  ,Sick Puppies  ,,0.0,,0.0,0.0
22566,Grand Ages: Rome,PC,2009.0,Strategy,,,Viva Media  ,Haemimont Games  ,,0.0,,0.0,0.0
22567,NecroVisioN: Lost Company,PC,2010.0,Shooter,,,1C Company  ,Farm 51  ,,0.0,,0.0,0.0
22568,Sid Meier's Civilization III,PC,2001.0,Strategy,8.6,,Infogrames  ,Firaxis Games  ,,0.0,,0.0,0.0
22569,Sinking Island,PC,2008.0,Adventure,,,Encore  ,White Birds Productions  ,,0.0,,0.0,0.0
22570,Space Bust-A-Move (JP sales),DS,2009.0,Puzzle,,,Square Enix  ,Taito Corporation  ,,,0.0,,0.0
22571,Kotoba no Puzzle: Mojipittan Wii Deluxe,Wii,2008.0,Puzzle,,,Namco Bandai  ,Namco Bandai Games  ,,,0.0,,0.0
22572,New Zealand Story Revolution,DS,2008.0,Platform,,,Ignition Entertainment  ,Marvelous Interactive  ,,0.0,,0.0,0.0
22573,Tom Clancy's Rainbow Six: Patriots,PS3,2014.0,Shooter,,,Ubisoft  ,Ubisoft  ,,0.0,,0.0,0.0
22574,Total Annihilation: Kingdoms,PC,1999.0,Strategy,,,GT Interactive  ,Cavedog Entertainment  ,,0.0,,0.0,0.0
22575,Prisoner of War,PC,2002.0,Adventure,,,Codemasters  ,Wide Games  ,,0.0,,0.0,0.0
22576,Still Life,PC,2005.0,Adventure,6.4,,The Adventure Company  ,Microids  ,,0.0,,0.0,0.0
22577,Bionicle Heroes,PC,2006.0,Shooter,5.4,,Eidos Interactive  ,Traveller's Tales  ,,0.0,,0.0,0.0
22578,Flips: Mr. Gum,DS,2010.0,Misc,,,Electronic Arts  ,Electronic Arts  ,,0.0,,0.0,0.0
22579,Heroes of Might and Magic IV,PC,2002.0,Strategy,,,3DO  ,New World Computing  ,,0.0,,0.0,0.0
22580,International Athletics,Wii,2010.0,Sports,,,Ghostlight  ,The Code Monkeys  ,,0.0,,0.0,0.0
22581,Iron Man,PC,2008.0,Action,,,Sega  ,Artificial Mind and Movement  ,,0.0,,0.0,0.0
22582,Secret Weapons Over Normandy,PC,2003.0,Simulation,,,LucasArts  ,Totally Games  ,,0.0,,0.0,0.0
22583,Tetsudou Kentei DS,DS,2008.0,Simulation,,,Spike  ,Spike  ,,,0.0,,0.0
22584,"Warhammer 40,000: Fire Warrior",PC,2003.0,Shooter,,,THQ  ,Kuju Entertainment  ,,0.0,,0.0,0.0
22585,California Sports,Wii,,Sports,,,Unknown  ,Destineer  ,0.0,,,0.0,0.0
22586,Dreamfall: The Longest Journey,PC,2006.0,Adventure,7.4,,Aspyr  ,Funcom  ,,0.0,,0.0,0.0
22587,The Club,PC,2008.0,Shooter,,,Sega  ,Bizarre Creations  ,,0.0,,0.0,0.0
22588,Gardening Guide: How to get Green Fingers,DS,2009.0,Misc,,,Mindscape  ,Mindscape  ,,0.0,,0.0,0.0
22589,The Magic Roundabout,DS,2008.0,Action,,,Deep Silver  ,Deep Silver  ,,0.0,,0.0,0.0
22590,Colin McRae Rally 3,PC,2003.0,Racing,,,Codemasters  ,Codemasters  ,,0.0,,0.0,0.0
22591,Counter-Strike 1: Anthology,PC,2005.0,Shooter,,,Electronic Arts  ,Valve Software  ,,0.0,,0.0,0.0
22592,I Spy Challenger!,GBA,2002.0,Puzzle,,,Scholastic Inc.  ,Black Hammer Game  ,0.0,0.0,,0.0,0.0
22593,Indiana Jones and the Emperor's Tomb,PC,2003.0,Action,,,LucasArts  ,The Collective  ,,0.0,,0.0,0.0
22594,Metal Gear Solid,PC,2000.0,Action,8.5,,Konami  ,Digital Dialect  ,,0.0,,0.0,0.0
22595,ProStroke Golf: World Tour 2007,PC,2006.0,Sports,,,SouthPeak Interactive  ,Oxygen Games  ,,0.0,,0.0,0.0
22596,TOCA Race Driver 2: Ultimate Racing Simulator,PC,2004.0,Racing,,,Codemasters  ,Codemasters  ,,0.0,,0.0,0.0
22597,Flips: Enid Blyton - The Adventure Series,DS,2010.0,Misc,,,Electronic Arts  ,Electronic Arts  ,,0.0,,0.0,0.0
22598,ProStroke Golf: World Tour 2007,PSP,2007.0,Sports,,,SouthPeak Interactive  ,Oxygen Games  ,,0.0,,0.0,0.0
22599,Super Monkey Ball: Banana Splitz,PSV,2012.0,Misc,,,Sega  ,Unknown  ,,0.0,,0.0,0.0
22600,Taito Legends,PC,2005.0,Misc,,,Taito  ,Empire Oxford  ,,0.0,,0.0,0.0
22601,The Amazing Spider-Man (2012),PC,2012.0,Action-Adventure,,,Activision  ,Beenox  ,0.0,,,0.0,0.0
22602,Clever Kids: Pony World,DS,2007.0,Misc,,,Midas Interactive Entertainment  ,Gamerholix  ,,0.0,,0.0,0.0
22603,Dracula: Origin,PC,2008.0,Adventure,,,The Adventure Company  ,Frogwares  ,,0.0,,0.0,0.0
22604,Farming Simulator,PC,2009.0,Simulation,,,Tri Synergy  ,Astragon  ,,0.0,,0.0,0.0
22605,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PS4,2015.0,Action,,,Spike Chunsoft  ,Spike Chunsoft  ,,,0.0,,0.0
22606,Hakuouki: Zuisouroku Twin Pack,PS2,2009.0,Adventure,,,Idea Factory  ,Idea Factory  ,,,0.0,,0.0
22607,Prince of Persia: The Sands of Time,PC,2003.0,Adventure,9.0,,Ubisoft  ,Ubisoft Montreal  ,,0.0,,0.0,0.0
22608,Royal Detective 2: The Lord Of Statues,PC,2015.0,Puzzle,,,Big Fish Games  ,Black Lime Games  ,,0.0,,0.0,0.0
22609,Shrek 2,PC,2004.0,Platform,4.6,,Activision  ,KnowWonder  ,,0.0,,0.0,0.0
22610,Strawberry Shortcake: The Four Seasons Cake,DS,2007.0,Platform,,,Game Factory  ,Shin'en  ,,0.0,,0.0,0.0
22611,18 Wheels of Steel: Convoy,PC,2005.0,Racing,,,ValuSoft  ,SCS Software  ,,0.0,,0.0,0.0
22612,Fix it: Home improvement challenge,Wii,2011.0,Action,,,SouthPeak Interactive  ,Freedom Factory Studios  ,,0.0,,0.0,0.0
22613,Let's Play Fashion Designer,DS,2009.0,Simulation,,,Deep Silver  ,Deep Silver  ,,0.0,,0.0,0.0
22614,Rekishi Adventure: Quiz San Goku Shi Tsuu DS,DS,2008.0,Misc,,,NCS  ,NCS  ,,,0.0,,0.0
22615,"Animaniacs: Lights, Camera, Action!",DS,2005.0,Platform,,,Ignition Entertainment  ,Warthog  ,,0.0,,0.0,0.0
22616,Eurofighter Typhoon,PC,2001.0,Simulation,,,First Class Simulations  ,Rage Software  ,,0.0,,0.0,0.0
22617,Frontline: Fields of Thunder,PC,2007.0,Strategy,,,Paradox Interactive   ,Nival Interactive / N-Game Studios  ,,0.0,,0.0,0.0
22618,Habu Yoshiharu Shougi de Kitaeru: Ketsudanryoku DS,DS,2009.0,Misc,,,Ides  ,Ides  ,,,0.0,,0.0
22619,Hour of Victory,PC,,Shooter,,,Unknown  ,Nfusion  ,,0.0,,0.0,0.0
22620,Murasaki no Honoo,PS2,2008.0,Adventure,,,Idea Factory  ,Idea Factory  ,,,0.0,,0.0
22621,Shinsouhan Heart no Kuni no Alice: Wonderful Wonder World,PSV,2015.0,Action,,,Quinrose  ,Unknown  ,,,0.0,,0.0
