Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
Driver: San Francisco,X360,2011,Racing,8.1,Ubisoft  ,Ubisoft Reflections  ,0.25,0.37,0.0,0.07,0.69
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,6.6,Nintendo  ,Nintendo EAD  ,0.37,0.14,0.17,0.01,0.6900000000000001
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,6.9,Konami  ,Kojima Productions  ,0.26,0.01,0.26,0.17,0.7000000000000001
The Evil Within,XOne,2014,Misc,7.9,Bethesda Softworks  ,Tango Gameworks  ,0.36,0.27,0.0,0.06,0.69
The Sly Collection,PS3,2010,Platform,8.7,Sony Computer Entertainment  ,Sanzaru Games  ,0.52,0.08,0.01,0.08,0.69
Unlimited Saga,PS2,2003,Role-Playing,4.9,Square Enix  ,SquareSoft  ,0.1,0.08,0.56,0.03,0.77
Fortnite,NS,2018,Shooter,8.5,Warner Bros. Interactive Entertainment  ,Epic Games  ,0.38,0.24,0.01,0.06,0.69
Mario Party: The Top 100,3DS,2017,Party,5.0,Nintendo  ,"Nd Cube Co., Ltd.  ",0.23,0.17,0.24,0.04,0.68
Test Drive Unlimited 2,X360,2011,Racing,6.8,Atari  ,Eden Studios  ,0.3,0.32,0.0,0.06,0.6799999999999999
Hot Shots Golf: Open Tee 2,PSP,2008,Sports,8.0,Sony Computer Entertainment  ,Clap Hanz  ,0.21,0.11,0.28,0.08,0.68
Rayman Legends,WiiU,2013,Platform,9.5,Ubisoft  ,Ubisoft Montpellier  ,0.25,0.35,0.03,0.05,0.68
Bushido Blade 2,PS,1998,Fighting,7.5,Square EA  ,Light Weight  ,0.25,0.17,0.22,0.04,0.68
Suikoden II,PS,1999,Role-Playing,8.5,Konami  ,Konami  ,0.15,0.1,0.38,0.04,0.67
.hack//Mutation Part 2,PS2,2003,Role-Playing,7.5,Bandai  ,CyberConnect2  ,0.23,0.18,0.2,0.06,0.6700000000000002
Spider-Man 3,PS3,2007,Platform,6.6,Activision  ,Treyarch  ,0.26,0.29,0.02,0.11,0.68
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2008,Role-Playing,8.1,Square Enix  ,Square Enix  ,0.38,0.03,0.3,0.04,0.75
Diablo III: Eternal Collection,NS,2018,Action,9.0,Blizzard Entertainment  ,Blizzard Entertainment  ,0.38,0.22,0.01,0.06,0.6699999999999999
Wild ARMs 2,PS,2000,Role-Playing,6.5,Sony Computer Entertainment  ,Media.Vision  ,0.19,0.13,0.31,0.04,0.67
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2008,Role-Playing,7.7,Square Enix  ,Square Enix  ,0.22,0.01,0.42,0.02,0.67
2014 FIFA World Cup Brazil,PS3,2014,Sports,7.9,EA Sports  ,EA Canada  ,0.15,0.4,0.01,0.1,0.66
Castlevania: Lords of Shadow,X360,2010,Action,7.9,Konami  ,Mercury Steam  ,0.42,0.17,0.01,0.05,0.65
Fist of the North Star: Ken's Rage,PS3,2010,Action,4.8,Tecmo Koei  ,Tecmo Koei Games  ,0.06,0.03,0.55,0.01,0.65
Suikoden IV,PS2,2005,Role-Playing,6.3,Konami  ,Konami Computer Entertainment Tokyo  ,0.17,0.13,0.3,0.05,0.6500000000000001
Shaun White Snowboarding,PS3,2008,Sports,6.0,Ubisoft  ,Ubisoft Montreal  ,0.31,0.24,0.01,0.1,0.66
Dead or Alive 5,PS3,2015,Fighting,7.6,Tecmo Koei  ,Team Ninja  ,0.23,0.15,0.21,0.07,0.6599999999999999
F-Zero GX,GC,2003,Racing,8.4,Nintendo  ,Amusement Vision  ,0.41,0.11,0.12,0.02,0.66
007: Quantum of Solace,Wii,2008,Shooter,5.6,Activision  ,Beenox  ,0.29,0.28,0.01,0.07,0.6500000000000001
LEGO City Undercover,NS,2017,Platform,8.0,Warner Bros. Interactive Entertainment  ,TT Fusion  ,0.23,0.33,0.03,0.05,0.6400000000000001
Star Ocean: First Departure,PSP,2008,Role-Playing,7.5,Square Enix  ,TOSE Software  ,0.2,0.14,0.22,0.09,0.65
Sengoku Basara: Samurai Heroes,PS3,2010,Action,6.1,Capcom  ,Capcom  ,0.17,0.04,0.4,0.02,0.6300000000000001
New Play Control! Pikmin,Wii,2009,Strategy,7.7,Nintendo  ,Nintendo EAD  ,0.28,0.13,0.19,0.04,0.6400000000000001
Dragon Ball: Raging Blast 2,X360,2010,Fighting,6.0,Namco Bandai  ,Spike  ,0.49,0.09,0.01,0.05,0.64
Castlevania,N64,1999,Platform,7.6,Konami  ,KCEK  ,0.44,0.1,0.04,0.05,0.6300000000000001
Phantasy Star Portable,PSP,2009,Role-Playing,7.1,Sega  ,Alfa System  ,0.21,0.06,0.63,0.06,0.96
Dead Island: Riptide,PS3,2013,Action,6.6,Deep Silver  ,Techland  ,0.26,0.21,0.07,0.1,0.64
Lost Planet: Extreme Condition,PS3,2008,Shooter,6.3,Capcom  ,Capcom  ,0.31,0.17,0.07,0.08,0.63
White Knight Chronicles II,PS3,2011,Role-Playing,5.4,D3 Publisher  ,Level 5  ,0.23,0.09,0.27,0.04,0.6300000000000001
LEGO The Incredibles,NS,2018,Action,6.5,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.35,0.21,0.01,0.06,0.6299999999999999
Ape Escape 2,PS2,2003,Platform,8.0,Ubisoft  ,SCE Japan Studio  ,0.12,0.09,0.38,0.03,0.62
Shin Megami Tensei: Persona 3 FES,PS2,2008,Role-Playing,8.7,Atlus  ,Atlus  ,0.22,0.2,0.16,0.05,0.6300000000000001
Tony Hawk's Project 8,PS3,2006,Sports,7.9,Activision  ,Neversoft Entertainment  ,0.3,0.23,0.01,0.1,0.64
NieR,PS3,2010,Role-Playing,6.6,Square Enix  ,Cavia Inc.  ,0.17,0.19,0.2,0.07,0.6300000000000001
Test Drive Unlimited 2,PS3,2011,Racing,6.9,Atari  ,Eden Studios  ,0.16,0.35,0.01,0.11,0.63
Wild ARMs 3,PS2,2002,Role-Playing,7.6,Sony Computer Entertainment  ,Media.Vision  ,0.16,0.13,0.29,0.04,0.6200000000000001
Donkey Kong Barrel Blast,Wii,2007,Racing,4.8,Nintendo  ,Paon Corporation  ,0.19,0.26,0.11,0.06,0.6200000000000001
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,7.5,Sony Computer Entertainment  ,High Impact Games  ,0.18,0.28,0.0,0.16,0.62
Viewtiful Joe,GC,2003,Action,9.4,Capcom  ,Clover Studio  ,0.38,0.1,0.12,0.02,0.62
Prince of Persia: The Forgotten Sands,X360,2010,Action,7.5,Ubisoft  ,Ubisoft Montreal  ,0.3,0.26,0.0,0.06,0.6200000000000001
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,7.9,Capcom  ,Capcom  ,0.3,0.03,0.25,0.03,0.61
NBA 2K9,PS3,2008,Sports,8.3,2K Sports  ,Visual Concepts  ,0.56,0.0,0.0,0.05,0.6100000000000001
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,5.0,Namco Bandai  ,Spike  ,0.27,0.18,0.09,0.07,0.6100000000000001
Wet,PS3,2009,Shooter,6.9,Bethesda Softworks  ,Artificial Mind and Movement  ,0.22,0.27,0.01,0.11,0.61
Vanquish,PS3,2010,Shooter,8.5,Sega  ,PlatinumGames  ,0.21,0.22,0.11,0.08,0.62
Samurai Warriors 2,PS2,2006,Action,5.6,KOEI  ,Omega Force  ,0.02,0.02,0.57,0.01,0.62
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,7.1,CDV Software Entertainment  ,Ascaron Entertainment  ,0.22,0.23,0.08,0.09,0.62
New Play Control! Pikmin 2,Wii,2012,Strategy,8.7,Nintendo  ,Nintendo EAD  ,0.11,0.13,0.34,0.02,0.6000000000000001
Final Fantasy IV Advance,GBA,2005,Role-Playing,8.6,Square Enix  ,Square Enix  ,0.27,0.1,0.22,0.01,0.6
Wave Race: Blue Storm,GC,2001,Racing,8.4,Nintendo  ,Nintendo Software Technology Corporation  ,0.4,0.1,0.09,0.02,0.61
Suikoden,PS,1996,Role-Playing,8.2,Konami  ,Konami  ,0.21,0.14,0.21,0.04,0.6
Call of Juarez: Bound in Blood,X360,2009,Shooter,7.6,Ubisoft  ,Techland  ,0.3,0.24,0.0,0.06,0.6000000000000001
Phantasy Star Portable 2,PSP,2010,Role-Playing,7.4,Sega  ,Alfa System  ,0.08,0.11,0.62,0.06,0.8700000000000001
Shin Megami Tensei IV,3DS,2013,Role-Playing,8.3,Atlus  ,Atlus  ,0.28,0.0,0.27,0.03,0.5800000000000001
PGR3 - Project Gotham Racing 3,X360,2005,Racing,8.8,Microsoft Game Studios  ,Bizarre Creations  ,0.49,0.03,0.03,0.05,0.6000000000000001
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action-Adventure,8.5,Konami Digital Entertainment  ,Kojima Productions  ,0.13,0.13,0.28,0.05,0.5900000000000001
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,6.3,Square Enix  ,IO Interactive  ,0.17,0.28,0.05,0.1,0.6000000000000001
2002 FIFA World Cup,PS2,2002,Sports,7.9,EA Sports  ,EA Canada  ,0.21,0.17,0.16,0.06,0.6000000000000001
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,6.6,Tecmo  ,Team Ninja  ,0.36,0.08,0.14,0.02,0.6000000000000001
WarioWare D.I.Y.,DS,2010,Misc,8.3,Nintendo  ,Intelligent Systems  ,0.17,0.18,0.2,0.04,0.5900000000000001
Silent Hill: Shattered Memories,PS2,2010,Adventure,8.0,Konami  ,Climax Group  ,0.13,0.22,0.01,0.23,0.59
Madden NFL 06,X360,2005,Sports,7.7,EA Sports  ,EA Tiburon  ,0.54,0.0,0.01,0.03,0.5800000000000001
Blur,X360,2010,Racing,8.3,Activision  ,Bizarre Creations  ,0.25,0.27,0.0,0.06,0.5800000000000001
Alice: Madness Returns,PS3,2011,Adventure,6.7,Electronic Arts  ,Spicy Horse  ,0.22,0.24,0.04,0.08,0.58
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,7.6,Natsume  ,TOSE Software  ,0.34,0.13,0.11,0.01,0.5900000000000001
Final Fantasy Explorers,3DS,2016,Role-Playing,7.3,Square Enix  ,Square Enix  ,0.17,0.1,0.29,0.03,0.5900000000000001
LEGO Worlds,NS,2017,Misc,5.0,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,0.21,0.33,0.0,0.04,0.5800000000000001
Diablo,PS,1998,Role-Playing,8.3,Electronic Arts  ,Climax Group  ,0.29,0.19,0.07,0.04,0.5900000000000001
Tom Clancy's HAWX,X360,2009,Action,6.9,Ubisoft  ,Ubisoft Romania  ,0.31,0.19,0.02,0.06,0.5800000000000001
International Superstar Soccer '98,N64,1998,Sports,9.1,Konami  ,Konami Computer Entertainment Osaka  ,0.06,0.3,0.19,0.03,0.5800000000000001
The Last Remnant,X360,2008,Role-Playing,6.5,Square Enix  ,Square Enix  ,0.25,0.2,0.18,0.06,0.69
Final Fantasy: The 4 Heroes of Light,DS,2010,Role-Playing,7.2,Square Enix  ,Matrix Software  ,0.22,0.1,0.23,0.03,0.5800000000000001
Kirby and the Rainbow Curse,WiiU,2015,Platform,8.2,Nintendo  ,HAL Laboratory  ,0.26,0.14,0.13,0.04,0.5700000000000001
Disney Magic World 2,3DS,2016,Simulation,7.5,Nintendo  ,High Horse Entertainment  ,0.07,0.25,0.23,0.02,0.5700000000000001
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,7.9,NIS America  ,Nippon Ichi Software  ,0.27,0.11,0.14,0.06,0.5800000000000001
BlazBlue: Calamity Trigger,PS3,2009,Fighting,8.5,Aksys Games  ,Arc System Works  ,0.36,0.1,0.06,0.06,0.5800000000000001
Ultra Street Fighter II: The Final Challengers,NS,2017,Fighting,7.0,Capcom  ,Capcom  ,0.22,0.22,0.09,0.04,0.5700000000000001
Harvest Moon: The Tale of Two Towns,DS,2011,Simulation,6.3,Natsume  ,Marvelous Interactive  ,0.27,0.06,0.22,0.03,0.5800000000000001
Beyond The Beyond,PS,1996,Role-Playing,4.8,Sony Computer Entertainment  ,Camelot Software Planning  ,0.11,0.08,0.35,0.04,0.5800000000000001
Harvest Moon: Sunshine Islands,DS,2009,Simulation,9.0,Natsume  ,Marvelous Interactive  ,0.35,0.03,0.17,0.03,0.5800000000000001
Top Spin 3,PS3,2008,Sports,7.8,2K Sports  ,Pam Development  ,0.08,0.37,0.0,0.12,0.5700000000000001
Resident Evil Outbreak File #2,PS2,2005,Action,5.8,Capcom  ,Capcom Production Studio 1  ,0.19,0.15,0.17,0.05,0.56
Breath of Fire IV,PS,2000,Role-Playing,8.4,Capcom  ,Capcom  ,0.11,0.08,0.34,0.04,0.5700000000000001
Everybody's Golf,PS4,2017,Sports,8.1,Sony Interactive Entertainment  ,Clap Hanz  ,0.12,0.22,0.17,0.06,0.5700000000000001
Odin Sphere,PS2,2007,Role-Playing,8.0,Atlus  ,Vanillaware  ,0.23,0.18,0.09,0.06,0.56
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,8.0,Square Enix  ,Matrix Software  ,0.13,0.09,0.27,0.06,0.55
Tom Clancy's HAWX,PS3,2009,Action,7.5,Ubisoft  ,Ubisoft Romania  ,0.21,0.22,0.05,0.09,0.57
Xenoblade Chronicles,3DS,2015,Role-Playing,8.6,Nintendo  ,Monolith Soft  ,0.24,0.15,0.13,0.04,0.56
Tetris Party Deluxe,Wii,2010,Puzzle,7.3,Majesco  ,"Tetris Online, Inc  ",0.33,0.16,0.02,0.05,0.56
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,7.8,Nintendo  ,GungHo Online Entertainment  ,0.09,0.11,0.35,0.02,0.5700000000000001
Metroid: Samus Returns,3DS,2017,Action-Adventure,9.1,Nintendo  ,Mercury Steam  ,0.3,0.15,0.07,0.05,0.5700000000000001
Resident Evil 2,N64,1999,Action,9.0,Capcom  ,Angel Studios  ,0.39,0.09,0.07,0.01,0.56
Yakuza 4,PS3,2011,Adventure,7.7,Sega  ,Sega  ,0.15,0.13,0.63,0.05,0.9600000000000001
Enslaved: Odyssey to the West,PS3,2010,Action,7.9,Namco Bandai  ,Ninja Theory  ,0.24,0.23,0.01,0.08,0.5599999999999999
No More Heroes,Wii,2008,Action,8.2,Ubisoft  ,Grasshopper Manufacture  ,0.29,0.17,0.04,0.05,0.5499999999999999
Lunar: Silver Star Story Complete,PS,1999,Role-Playing,7.6,Working Designs  ,Game Arts  ,0.27,0.18,0.06,0.04,0.55
Metal Gear Solid 3: Subsistence,PS2,2006,Action,9.4,Konami  ,Kojima Productions  ,0.34,0.01,0.15,0.06,0.56
Poochy & Yoshi's Woolly World,3DS,2017,Platform,7.5,Nintendo  ,Good-Feel  ,0.2,0.16,0.17,0.03,0.56
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,7.8,NIS America  ,Nippon Ichi Software  ,0.36,0.03,0.11,0.05,0.55
Yakuza: Dead Souls,PS3,2012,Shooter,7.0,Sega  ,Sega  ,0.09,0.06,0.42,0.03,0.6
Donkey Kong Jungle Climber,DS,2007,Platform,7.8,Nintendo  ,Paon Corporation  ,0.25,0.03,0.24,0.03,0.55
ModNation Racers,PSP,2010,Racing,7.7,Sony Computer Entertainment  ,SCE San Diego Studio  ,0.11,0.27,0.02,0.14,0.54
Dynasty Warriors: Gundam 3,PS3,2011,Action,6.5,Tecmo Koei  ,Omega Force  ,0.11,0.05,0.36,0.02,0.54
Bulletstorm,PS3,2011,Shooter,8.4,Electronic Arts  ,People Can Fly  ,0.24,0.2,0.01,0.09,0.54
Enslaved: Odyssey to the West,X360,2010,Action,8.0,Namco Bandai  ,Ninja Theory  ,0.3,0.19,0.0,0.05,0.54
NBA Live 10,PS3,2009,Sports,7.9,EA Sports  ,EA Canada  ,0.46,0.03,0.01,0.05,0.55
Hotel Dusk: Room 215,DS,2007,Adventure,8.0,Nintendo  ,Cing  ,0.26,0.04,0.22,0.03,0.55
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,6.0,Namco Bandai  ,Spike  ,0.39,0.1,0.01,0.05,0.55
Valkyria Chronicles II,PSP,2010,Role-Playing,8.1,Sega  ,Sega WOW Overworks  ,0.12,0.16,0.18,0.09,0.55
Bust A Groove,PS,1998,Misc,7.7,989 Studios  ,Metro  ,0.09,0.06,0.35,0.04,0.54
Fire Emblem: Path of Radiance,GC,2005,Role-Playing,8.6,Nintendo  ,Intelligent Systems  ,0.29,0.08,0.16,0.01,0.54
METRO 2033,X360,2010,Shooter,7.4,THQ  ,4a-games  ,0.22,0.23,0.03,0.05,0.53
Mario Tennis Ultra Smash,WiiU,2015,Sports,6.1,Nintendo  ,Camelot Software Planning  ,0.16,0.2,0.15,0.03,0.54
Tactics Ogre: Let Us Cling Together,PSP,2011,Role-Playing,9.0,Square Enix  ,Square Enix  ,0.15,0.07,0.27,0.05,0.54
Two Worlds II,X360,2011,Role-Playing,6.5,SouthPeak Interactive  ,Reality Pump  ,0.4,0.07,0.03,0.04,0.54
Sacred 2: Fallen Angel,X360,2009,Role-Playing,7.0,CDV Software Entertainment  ,Ascaron Entertainment  ,0.29,0.16,0.04,0.05,0.5399999999999999
Time Crisis: Razing Storm,PS3,2010,Shooter,5.8,Namco Bandai  ,Nex Entertainment  ,0.18,0.21,0.07,0.08,0.54
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,8.3,Capcom  ,Eighting  ,0.3,0.16,0.03,0.05,0.54
Dragon Ball: Fusions,3DS,2016,Role-Playing,6.3,Namco Bandai Games  ,Ganbarion  ,0.17,0.09,0.24,0.03,0.53
Rune Factory: A Fantasy Harvest Moon,DS,2007,Role-Playing,8.1,Natsume  ,Neverland Company  ,0.35,0.01,0.14,0.03,0.53
Clock Tower,PS,1997,Adventure,6.1,ASCII Entertainment  ,Human Entertainment  ,0.07,0.05,0.38,0.03,0.53
Phoenix Wright: Ace Attorney - Justice for All,DS,2007,Adventure,7.6,Capcom  ,Capcom  ,0.21,0.04,0.26,0.03,0.54
Excite Truck,Wii,2006,Racing,7.0,Nintendo  ,Monster Games Inc.  ,0.39,0.03,0.08,0.04,0.54
Sonic & Sega All-Stars Racing Transformed,WiiU,2012,Racing,6.9,Sega  ,Sumo Digital  ,0.19,0.28,0.02,0.04,0.53
Terminator Salvation,PS3,2009,Shooter,5.0,Warner Bros. Interactive  ,GRIN  ,0.13,0.29,0.01,0.1,0.53
Star Fox Command,DS,2006,Shooter,7.2,Nintendo  ,Nintendo EAD / Q-Games  ,0.38,0.01,0.1,0.04,0.53
Fire Emblem: Shadow Dragon,DS,2009,Strategy,8.2,Nintendo  ,Intelligent Systems  ,0.29,0.03,0.27,0.03,0.62
Silent Hill: Origins,PSP,2007,Action,7.8,Konami  ,Climax Group  ,0.22,0.16,0.04,0.1,0.52
Mystery Dungeon: Shiren the Wanderer,DS,2008,Role-Playing,7.1,Sega  ,ChunSoft  ,0.17,0.0,0.33,0.02,0.52
GT Pro Series,Wii,2006,Racing,3.7,Ubisoft  ,MTO  ,0.46,0.01,0.02,0.04,0.53
F.E.A.R. 2: Project Origin,X360,2009,Shooter,7.9,Warner Bros. Interactive  ,Monolith Productions  ,0.32,0.15,0.0,0.05,0.52
Metal Gear Solid 2: Substance,PS2,2003,Action,8.5,Konami  ,Konami Computer Entertainment Japan  ,0.18,0.14,0.16,0.05,0.53
The 3rd Birthday,PSP,2011,Role-Playing,7.0,Square Enix  ,HexaDrive  ,0.13,0.07,0.27,0.05,0.52
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,7.9,Natsume  ,Neverland Company  ,0.32,0.03,0.15,0.03,0.53
Way of the Samurai 3,PS3,2009,Action,6.5,Agetec  ,Acquire  ,0.18,0.08,0.22,0.04,0.52
Lair,PS3,2007,Action,5.5,Sony Computer Entertainment  ,Factor 5  ,0.36,0.04,0.08,0.04,0.52
SoulCalibur: Broken Destiny,PSP,2009,Fighting,8.0,Namco Bandai  ,Project Soul  ,0.12,0.2,0.07,0.12,0.51
Pro Evolution Soccer 2010,Wii,2009,Sports,8.1,Konami  ,Konami  ,0.12,0.27,0.06,0.05,0.5
Yakuza,PS2,2006,Adventure,7.5,Sega  ,Sega  ,0.03,0.02,0.74,0.01,0.8
Bleach: Soul Resurreccion,PS3,2011,Fighting,6.7,NIS America  ,Eighting  ,0.27,0.11,0.07,0.06,0.51
Dynasty Warriors,PSP,2005,Action,6.6,Tecmo Koei  ,Omega Force  ,0.18,0.0,0.3,0.02,0.5
Dragon Ball: Raging Blast,X360,2009,Fighting,5.8,Namco Bandai  ,Spike  ,0.36,0.08,0.02,0.04,0.5
Fire Emblem Warriors,NS,2017,Action,7.3,Nintendo  ,Omega Force  ,0.22,0.14,0.1,0.04,0.49999999999999994
R.U.S.E.,PS3,2010,Strategy,8.0,Ubisoft  ,Eugen Systems  ,0.18,0.22,0.02,0.08,0.5
Picross DS,DS,2007,Puzzle,8.4,Nintendo  ,Jupiter Multimedia  ,0.17,0.02,0.3,0.02,0.51
Castlevania: Circle of the Moon,GBA,2001,Platform,8.9,Konami  ,KCEK  ,0.6,0.22,0.05,0.02,0.89
Disney Magic Castle: My Happy Life,3DS,2014,Simulation,7.9,Nintendo  ,High Horse Entertainment  ,0.17,0.2,0.53,0.03,0.93
Romancing SaGa,PS2,2005,Role-Playing,6.0,Square Enix  ,Square Enix  ,0.06,0.04,0.47,0.01,0.58
Yakuza 3,PS3,2010,Adventure,7.9,Sega  ,Sega  ,0.21,0.21,0.62,0.08,1.12
Tactics Ogre: The Knight of Lodis,GBA,2002,Role-Playing,8.5,Atlus  ,Quest Corporation  ,0.13,0.05,0.31,0.01,0.5
Hometown Story,3DS,2013,Simulation,5.5,Natsume  ,Toy Box  ,0.29,0.13,0.04,0.04,0.49999999999999994
Dead or Alive Ultimate,XB,2004,Fighting,8.1,Tecmo  ,Team Ninja  ,0.3,0.1,0.08,0.02,0.5
Pokémon Art Academy,3DS,2014,Misc,7.8,Nintendo  ,Headstrong Games  ,0.18,0.12,0.17,0.03,0.5
Epic Mickey: Power of Illusion,3DS,2012,Platform,6.6,Disney Interactive Studios  ,DreamRift  ,0.36,0.05,0.04,0.04,0.48999999999999994
Picross 3D,DS,2010,Puzzle,8.7,Nintendo  ,HAL Laboratory  ,0.28,0.03,0.16,0.03,0.5000000000000001
Alice: Madness Returns,X360,2011,Adventure,6.9,Electronic Arts  ,Spicy Horse  ,0.27,0.15,0.04,0.04,0.5
Super Monkey Ball 3D,3DS,2011,Action,5.7,Sega  ,Sega  ,0.26,0.15,0.05,0.04,0.5
Wet,X360,2009,Shooter,6.9,Bethesda Softworks  ,Artificial Mind and Movement  ,0.23,0.21,0.01,0.05,0.5
Spider-Man 2,DS,2004,Action,6.1,Activision  ,Vicarious Visions  ,0.41,0.02,0.03,0.04,0.49999999999999994
Steel Diver,3DS,2011,Action,5.6,Nintendo  ,Nintendo EAD  ,0.31,0.1,0.05,0.04,0.5
Resident Evil: The Mercenaries 3D,3DS,2011,Shooter,6.3,Capcom  ,Capcom  ,0.16,0.17,0.13,0.03,0.49
Dynasty Warriors: Gundam 2,PS3,2009,Action,5.9,Namco Bandai  ,Omega Force  ,0.09,0.07,0.32,0.03,0.51
Tony Hawk's Project 8,X360,2006,Sports,8.4,Activision  ,Neversoft Entertainment  ,0.44,0.02,0.0,0.04,0.5
Story of Seasons: Trio of Towns,3DS,2017,Simulation,7.9,Marvelous Interactive  ,Marvelous Entertainment  ,0.19,0.06,0.22,0.03,0.5
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,7.7,Nintendo  ,Intelligent Systems  ,0.27,0.03,0.17,0.03,0.5000000000000001
Mario Golf: World Tour,3DS,2014,Sports,8.1,Nintendo  ,Camelot Software Planning  ,0.14,0.15,0.18,0.03,0.5
Ace Combat: Assault Horizon,X360,2011,Action,7.0,Namco Bandai  ,Project ACES  ,0.3,0.12,0.03,0.04,0.48999999999999994
Asphalt 3D,3DS,2011,Racing,4.0,Ubisoft  ,Konami  ,0.27,0.16,0.02,0.04,0.49000000000000005
Kane & Lynch 2: Dog Days,X360,2010,Shooter,6.4,Square Enix  ,IO Interactive  ,0.2,0.23,0.01,0.05,0.49000000000000005
Animal Crossing: Amiibo Festival,WiiU,2015,Party,4.8,Nintendo  ,"Nd Cube Co., Ltd.  ",0.23,0.12,0.1,0.04,0.48999999999999994
Dragon Ball Z: Burst Limit,X360,2008,Fighting,7.3,Atari  ,Dimps Corporation  ,0.24,0.18,0.03,0.05,0.49999999999999994
Crazy Taxi,GC,2001,Racing,7.2,Acclaim Entertainment  ,Hitmaker  ,0.36,0.09,0.02,0.01,0.48
Art Academy: Lessons for Everyone!,3DS,2012,Misc,8.0,Nintendo  ,Headstrong Games  ,0.2,0.05,0.21,0.02,0.48
Alone in the Dark,X360,2008,Adventure,6.3,Atari  ,Eden Studios  ,0.14,0.3,0.0,0.05,0.49
Atelier Rorona: Alchemist of Arland,PS3,2014,Role-Playing,6.4,NIS America  ,Gust  ,0.22,0.1,0.11,0.05,0.48
Bionic Commando,PS3,2009,Adventure,7.0,Capcom  ,GRIN  ,0.12,0.17,0.01,0.06,0.36000000000000004
Dark Sector,X360,2008,Shooter,7.1,D3 Publisher  ,Digital Extremes  ,0.22,0.2,0.01,0.05,0.48000000000000004
Harvest Moon 64,N64,1999,Simulation,7.8,Natsume  ,Toy Box Studios  ,0.25,0.06,0.11,0.06,0.48
Crazy Taxi: Fare Wars,PSP,2007,Racing,6.3,Sega  ,Sniper Studios  ,0.1,0.23,0.02,0.13,0.48000000000000004
Sonic Lost World,3DS,2013,Platform,5.2,Sega  ,Dimps Corporation  ,0.22,0.15,0.07,0.04,0.48
Ace Combat X: Skies of Deception,PSP,2006,Simulation,7.6,Namco Bandai  ,Bandai Namco Games  ,0.37,0.31,0.12,0.19,0.99
Children of Mana,DS,2006,Role-Playing,7.0,Nintendo  ,Next Entertainment  ,0.16,0.01,0.29,0.01,0.47
Fantavision,PS2,2000,Puzzle,8.0,Sony Computer Entertainment  ,SCEI  ,0.14,0.11,0.19,0.04,0.48
Alien Trilogy,PS,1997,Shooter,8.0,Acclaim Entertainment  ,Probe Entertainment Limited  ,0.24,0.16,0.04,0.03,0.47
Luigi's Mansion,3DS,2018,Adventure,7.3,Nintendo  ,GREZZO  ,0.19,0.16,0.09,0.03,0.47
Dynasty Warriors Gundam,PS3,2007,Action,6.4,Namco Bandai  ,Omega Force  ,0.14,0.01,0.31,0.02,0.48000000000000004
Dark Sector,PS3,2008,Shooter,7.2,D3 Publisher  ,Digital Extremes  ,0.23,0.16,0.01,0.07,0.47000000000000003
James Bond 007: Blood Stone,X360,2010,Action,6.2,Activision  ,Bizarre Creations  ,0.2,0.23,0.0,0.05,0.48000000000000004
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,8.2,Warner Bros. Interactive  ,Monolith Productions  ,0.19,0.2,0.01,0.08,0.48000000000000004
Unreal Tournament III,X360,2008,Shooter,7.8,Midway Games  ,Epic Games  ,0.25,0.17,0.01,0.05,0.48000000000000004
2010 FIFA World Cup South Africa,PSP,2010,Sports,6.8,EA Sports  ,EA Canada  ,0.09,0.23,0.03,0.12,0.47
Dead Space Extraction,Wii,2009,Shooter,8.2,Electronic Arts  ,Visceral Games  ,0.32,0.1,0.01,0.04,0.47000000000000003
Gods Eater Burst,PSP,2011,Action,7.1,D3 Publisher  ,Shift  ,0.03,0.0,0.62,0.0,0.65
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,8.5,Microsoft Game Studios  ,Rare Ltd.  ,0.16,0.25,0.01,0.05,0.47000000000000003
